  time ;  Dist ; Course ;   V   ;  Type
 38.800; 97.241; 4.86202783118000E+0000;   4.535 Aircraft
 38.900; 96.673; 4.83367262805904E+0000;   4.548 Aircraft
 39.000; 96.105; 4.80523939741161E+0000;   4.560 Aircraft
 39.100; 95.535; 4.77672813923771E+0000;   4.573 Aircraft
 39.200; 94.963; 4.74813885353733E+0000;   4.585 Aircraft
 39.300; 94.389; 4.71947154031048E+0000;   4.598 Aircraft
 39.400; 93.815; 4.69072619955715E+0000;   4.610 Aircraft
 39.500; 93.238; 4.66190283127735E+0000;   4.623 Aircraft
 39.600; 92.660; 4.63300143547107E+0000;   4.635 Aircraft
 39.700; 92.080; 4.60402201213831E+0000;   4.648 Aircraft
 39.800; 91.499; 4.57496456127909E+0000;   4.660 Aircraft
 39.900; 90.917; 4.54582908289338E+0000;   4.673 Aircraft
 40.000; 90.332; 4.51661557698121E+0000;   4.685 Aircraft
 40.100; 89.746; 4.48732404354255E+0000;   4.698 Aircraft
 40.200; 89.159; 4.45795448257743E+0000;   4.710 Aircraft
 40.300; 88.570; 4.42850689408582E+0000;   4.723 Aircraft
 40.400; 87.980; 4.39898127806775E+0000;   4.735 Aircraft
 40.500; 87.388; 4.36937763452320E+0000;   4.748 Aircraft
 40.600; 86.794; 4.33969596345217E+0000;   4.760 Aircraft
 40.700; 86.199; 4.30993626485467E+0000;   4.773 Aircraft
 40.800; 85.602; 4.28009853873069E+0000;   4.785 Aircraft
 40.900; 85.004; 4.25018278508024E+0000;   4.798 Aircraft
 41.000; 84.404; 4.22018900390331E+0000;   4.810 Aircraft
 41.100; 83.802; 4.19011719519991E+0000;   4.823 Aircraft
 41.200; 83.199; 4.15996735897004E+0000;   4.835 Aircraft
 41.300; 82.595; 4.12973949521369E+0000;   4.848 Aircraft
 41.400; 81.989; 4.09943360393086E+0000;   4.860 Aircraft
 41.500; 81.381; 4.06904968512156E+0000;   4.873 Aircraft
 41.600; 80.772; 4.03858773878579E+0000;   4.885 Aircraft
 41.700; 80.161; 4.00804776492354E+0000;   4.898 Aircraft
